prompt,response,image,reference_type,evaluation_criteria
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Monthly export value of wheat in Canada from 2014 to 2020 ( in million Canadian dollars ) is a bar graph . A linear scale with a minimum of 0 and a maximum of 1,000 can be seen on the y-axis , marked 2020 . A categorical scale with Apr on one end and May at the other can be seen on the x-axis , marked Month .
Model A Generated Answer: The chart displays the monthly export value of wheat in Canada from 2014 to 2020 , measured in million Canadian dollars . The data is presented in a bar graph format , with each bar representing the export value for a specific month . The months shown in the chart are April , February , January , July , June , and May , in that order . The bars vary in height , indicating fluctuations in the monthly export value over the time period covered .
Model B Generated Answer: The chart shows the monthly export value of wheat in Canada from 2014 to 2020 . The x-axis represents the month , and the y-axis represents the export value in millions of Canadian dollars . The chart shows that the export value of wheat in Canada fluctuates throughout the year but generally peaks in the summer months .","```json
{
    ""Model"": ""Model B"",
    ""Explanation"": ""Model B provides a concise and accurate summary of the chart, correctly identifying the x-axis as the months and the y-axis as the export value in millions of Canadian dollars. It also highlights the peak in export value during the summer months, which adds informative insight. Model A, while detailed, incorrectly lists the months in an incorrect order and includes unnecessary information about bar height variations without emphasizing key trends.""
}
```",7194,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Monthly youth ( 16 - 24 ) unemployment rate in the United States from November 2019 to November 2020 ( seasonally adjusted ) is a bar plot . The x-axis shows Unemployment rate while the y-axis plots Month .
Model A Generated Answer: The chart shows the monthly youth ( 16-24 ) unemployment rate in the United States from November 2019 to November 2020 , with the data being seasonally adjusted . The unemployment rate starts at around 8 % in November 2019 , rises sharply to around 22 % in April 2020 , and then gradually declines throughout the rest of the year , ending at around 12 % in November 2020 . The chart illustrates the significant impact the COVID-19 pandemic had on youth unemployment in the United States during this period .
Model B Generated Answer: The chart shows the monthly youth unemployment rate in the United States from November 2019 to November 2020 . The unemployment rate was highest in April 2020 at 27.4 % , and lowest in November 2019 at 10.6 % . The unemployment rate decreased from April 2020 to November 2020 .","```json
{
    ""Model"": ""Model A"",
    ""Explanation"": ""Model A includes key details such as the age group and specifies that the data is seasonally adjusted, matching the gold reference. It accurately describes the trend over the year, including the peak and decline, providing a high-level insight on the impact of the COVID-19 pandemic, which adds factual information relevant to the context. Model B, while concise, incorrectly identifies the highest and lowest unemployment rates and lacks specific details about the age group and seasonality of the data.""
}
```",4831,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Most common types of dietary changes or restrictions in Poland in 2019 is a bar plot . The y-axis plots Response while the x-axis measures Share of respondents .
Model A Generated Answer: The chart depicts the most common types of dietary changes or restrictions observed in Poland in 2019 . The x-axis represents the `` Share of respondents '' while the y-axis lists various dietary changes or restrictions . The chart shows that the most prevalent dietary changes were `` Consumption health-related less '' and `` Generally aware healthy diet '' , with over 50 % of respondents indicating these changes . The chart also highlights other common dietary adjustments , such as increased consumption of fruits , vegetables , and whole grains , as well as reduced intake of sugar , fat , and processed foods . The visual representation allows for a clear understanding of the dietary trends and priorities among the Polish population during the specified period .
Model B Generated Answer: The most common types of dietary restrictions in Poland in 2019 were : consuming more fruits , vegetables , and herbal teas ; limiting meat and meat products ; and limiting sugar and sweets . These restrictions were followed by : eating more healthily and balanced ; limiting gluten-containing products ; limiting milk and dairy products ; and limiting carbohydrates . A smaller portion of the respondents declared other types of dietary restrictions , such as : increasing intake of omega 3 fatty acids , limiting fast food , and following a diet prepared by a dietician .","```json
{
  ""Model"": ""Model A"",
  ""Explanation"": ""Model A correctly identifies the chart as a bar plot and accurately describes the axes, conveying the graphical information effectively. It also provides a high-level overview of the dietary changes with relevant details, maintaining factual correctness. In contrast, Model B provides a detailed list of dietary changes without mentioning the chart type or axis labels, lacking in structural and contextual clarity.""
}
```",3238,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Most purchased brands during COVID-19 outbreak in Singapore as of March 2020 , by type of customer is a bar plot . On the y-axis , COVID-19 Worriers is shown . A categorical scale from Dettol to can be seen on the x-axis , marked Response .
Model A Generated Answer: The chart depicts the most purchased brands during the COVID-19 outbreak in Singapore as of March 2020 , categorized by type of customer . The vertical axis represents the COVID-19 Worths , a measure of brand purchasing intensity , while the horizontal axis lists various brands such as Detol , Diagrow , FRC , L'Oreal , McDonalds , Nivea , Nissin , OODO , and Shopee . The chart highlights the varying levels of brand purchasing across different customer types , with some brands like Shopee and L'Oreal having significantly higher COVID-19 Worths compared to others .
Model B Generated Answer: The chart shows the most purchased brands in Singapore during the COVID-19 outbreak in March 2020 , by type of customer . The x-axis represents the brand , while the y-axis represents the percentage of customers who purchased the brand . The most purchased brands are Dettol , Enfagrow , KFC , L'Oreal , McDonald 's , MeWATCH , Ninja Van , Nissin , Qoo10 , and Shopee . These brands are all related to food , health , and hygiene , which suggests that consumers are stocking up on essential items during the outbreak .","```json
{
    ""Model"": ""Model B"",
    ""Explanation"": ""Model B accurately describes the chart as showing the most purchased brands in Singapore during the COVID-19 outbreak in March 2020 by customer type. It correctly identifies the x-axis (Response) representing brands and the y-axis (COVID-19 Worriers) as a percentage. It also reflects the nature of the data concerning essential items during the outbreak. Model A incorrectly refers to 'COVID-19 Worths' and 'brand purchasing intensity,' which are not depicted in the chart, making it factually incorrect and less relevant.""
}
```",7630,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Most viewed YouTube video categories of male Millennial users in the United States as of April 2016 is a bar plot . On the x-axis , Response is measured as a categorical scale starting at Comedy and ending at Technology . The y-axis plots Share of views .
Model A Generated Answer: The chart depicts the most viewed YouTube video categories among male Millennial users in the United States as of April 2016 . The data is presented as a bar graph , with the y-axis representing the `` Share of views '' and the x-axis listing various video categories . The chart shows that the category with the highest share of views is `` Comedy , '' followed by `` Education and reference , '' `` Gaming , '' and `` Health and fitness . '' The remaining categories , such as `` Movies and TV , '' `` Music , '' and `` Sports , '' have significantly lower shares of views among this demographic .
Model B Generated Answer: Male millennials in the United States spend a significant amount of time watching YouTube videos , with comedy , gaming , and entertainment-related content being the most popular categories . This is likely due to the fact that these categories offer a wide variety of content that can appeal to different tastes and interests . For example , comedy videos can provide a quick and easy way to relax and de-stress , while gaming videos can offer a more engaging and interactive experience .","```json
{
    ""Model"": ""Model A"",
    ""Explanation"": ""Model A provides a more relevant and factually correct depiction of the chart by clearly identifying the chart type as a bar graph and correctly stating the axes labels and the data context. It mentions specific categories and their relative positions, aligned with the chart data. Model B, while informative, lacks specificity and accuracy regarding the data visualized in the chart, making it less relevant.""
}
```",3107,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Myanmar : Age structure from 2009 to 2019 is a line plot . A linear scale from 0.00 to 0.06 can be found on the y-axis , labeled 65 years and older . The x-axis measures Year on a linear scale of range 2010 to 2018 .
Model A Generated Answer: The chart depicts the age structure of Myanmar from 2009 to 2019 , showing a gradual increase in the 65 years and older population over this time period . The y-axis represents the proportion of the population aged 65 and above , while the x-axis shows the years from 2010 to 2018 . The data points form an upward sloping curve , indicating a steady rise in the elderly population as a percentage of the overall population in Myanmar during the examined decade .
Model B Generated Answer: This chart shows the age structure of Myanmar from 2009 to 2019 . The chart shows that the proportion of the population aged 65 and older is increasing . The proportion of the population aged 65 and older increased from 4.5 % in 2009 to 5.6 % in 2019 .","```json
{
    ""Model"": ""Model A"",
    ""Explanation"": ""Model A provides a highly relevant and concise description of the chart. It correctly identifies the chart as a line plot and accurately describes the y-axis and x-axis labels and ranges. Additionally, it gives a clear insight about the trend, noting the upward slope and the gradual increase in the elderly population proportion. Model B lacks specifics about the chart type and axis labels and ranges, and its mention of numeric values (4.5% to 5.6%) is not reflected in the chart, reducing its factual correctness.""
}
```",6438,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Myanmar : Age structure from 2009 to 2019 is a line plot . A linear scale from 0.00 to 0.06 can be found on the y-axis , labeled 65 years and older . The x-axis measures Year on a linear scale of range 2010 to 2018 .
Model A Generated Answer: The chart depicts the age structure of Myanmar from 2009 to 2019 , showing a steady increase in the 65 years and older population over the 10-year period . The y-axis represents the proportion of the population in this age group , which starts at around 0.045 in 2010 and rises to approximately 0.055 by 2018 , indicating a gradual aging of the population during this time .
Model B Generated Answer: The chart shows the age structure of Myanmar from 2009 to 2019 . The chart is encoded with the year on the x-axis and the percentage of the population aged 65 and older on the y-axis . The chart shows that the percentage of the population aged 65 and older is increasing over time .","```json
{
    ""Model"": ""Model A"",
    ""Explanation"": ""Model A provides more precise information by specifying the start and end values of the proportion of the population aged 65 and older, adding factual details to the chart interpretation. Both models mention the increase over time, but Model A offers a more informative narrative by describing the gradual aging trend with specific data points. It is also concise and relevant to the chart's content, while maintaining factual correctness about the chart's axes and time period.""
}
```",6438,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Myanmar : Age structure from 2009 to 2019 is a line plot . A linear scale from 0.00 to 0.06 can be found on the y-axis , labeled 65 years and older . The x-axis measures Year on a linear scale of range 2010 to 2018 .
Model A Generated Answer: The chart displays the age structure of Myanmar from 2009 to 2019 , showing an increasing trend over the years . The x-axis represents the years , while the y-axis shows the 65-year-old population as a proportion of the total population . The line graph illustrates a steady rise in the 65-year-old population percentage , starting from around 0.04 in 2010 and reaching approximately 0.06 by 2019 , indicating an aging population in Myanmar during this time period .
Model B Generated Answer: The chart shows the age structure of Myanmar from 2009 to 2019 . The proportion of the population aged 65 and older is increasing . The proportion of the population aged 65 and older in Myanmar is projected to increase from 4.5 % in 2009 to 7.8 % in 2030 .","```json
{
    ""Model"": ""Model A"",
    ""Explanation"": ""Model A provides a more accurate and detailed description of the chart. It correctly identifies the chart type as a line graph and includes specific information about the x-axis and y-axis labels, such as the time range and the population proportion of 65 years and older. Additionally, Model A explains the trend observed in the data without introducing incorrect future projections, unlike Model B.""
}
```",6438,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: NFL players ranked by salary and endorsement income in 2020 ( in million U.S. dollars ) is a bar plot . The x-axis shows Endorsements while the y-axis plots highest-paid NFL players .
Model A Generated Answer: The chart presents information on NFL players ' incomes in 2020 , ranking them by salary and endorsement earnings . It shows that the highest-paid players have a significant portion of their income coming from endorsement deals , with the highest-earning player earning over $ 13 million in endorsements . The chart visually conveys the relationship between salary and endorsement income , demonstrating that the most valuable players can generate substantial revenue from both sources .
Model B Generated Answer: The chart shows the highest-paid NFL players in 2020 , ranked by their salary and endorsement income . The top 10 players are Aaron Rodgers , Carson Wentz , Dak Prescott , Deshaun Watson , Drew Brees , Jared Goff , Joey Bosa , Kirk Cousins , Ryan Tannehill , and Tom Brady . The chart shows that the highest-paid NFL players earn more than $ 20 million per year in salary and endorsements .","```json
{
  ""Model"": ""Model A"",
  ""Explanation"": ""Model A accurately describes the chart type, axis labels, and provides insights about the relationship between salary and endorsement income. It maintains relevance and informativeness without listing unnecessary details. Model B, while precise in listing player names, adds less insight into the chart's structure and broader trends.""
}
```",6171,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Net income of Wynn Resorts worldwide from 2008 to 2019 ( in million U.S. dollars ) is a area diagram . There is a linear scale of range 2008 to 2018 on the x-axis , marked Year . There is a linear scale with a minimum of 0 and a maximum of 1,000 on the y-axis , labeled Net income in million U.S. dollars .
Model A Generated Answer: The chart depicts the net income of Wynn Resorts worldwide from 2008 to 2019 , measured in million U.S. dollars . The data shows significant fluctuations over the years , with a peak in 2014 reaching over 800 million dollars , followed by a sharp decline in subsequent years , reaching a low point in 2016 . The overall trend suggests a volatile financial performance for the company during the given timeframe .
Model B Generated Answer: Wynn Resorts ' net income experienced a rollercoaster ride from 2008 to 2019 . It peaked at nearly $ 1 billion in 2014 before plummeting to a loss of nearly $ 700 million in 2016 . The company then rebounded to a net income of nearly $ 800 million in 2018 before dropping to a loss of over $ 300 million in 2019 .","```json
{
    ""Model"": ""Model A"",
    ""Explanation"": ""Model A provides a concise and relevant description by stating the net income, timeframe, and describing the fluctuations and trend as 'volatile'. It closely aligns with the reference by focusing on the chart's construction and high-level insights. Model B adds specific values that are not entirely accurate based on the chart, which affects its factual correctness. Model A is more factually correct and informative.""
}
```",3757,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Net new cash flow to mutual funds in the United States from 2000 to 2019 ( in billion U.S. dollars ) is a bar diagram . The y-axis plots Year while the x-axis plots Net cash flow in billion U.S. dollars .
Model A Generated Answer: The chart depicts the net new cash flow to mutual funds in the United States from 2000 to 2019 , measured in billion U.S. dollars . The data shows a significant increase in net cash flow over the years , with the highest values observed in the mid-to-late 2000s and a gradual decline since then . The chart effectively visualizes the trends in mutual fund investments , providing insights into the financial landscape of the U.S. mutual fund industry during the specified time period .
Model B Generated Answer: The chart shows the net new cash flow to mutual funds in the United States from 2000 to 2019 . The values are in billions of US dollars . The chart shows that the net new cash flow was positive in most years , with the exception of 2002 , 2008 , and 2016 . The highest net new cash flow was in 2019 , which was over 400 billion US dollars .","```json
{
    ""Model"": ""Model B"",
    ""Explanation"": ""Model B provides a more accurate and concise description similar to the gold reference. It identifies years with negative cash flow and reports the highest net cash flow in 2019, information that is visible in the chart. Model A includes general trends but lacks specific details and incorrectly describes the chart as showing a significant increase over the years, which is not reflected in the chart.""
}
```",5882,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Nigeria : Distribution of gross domestic product ( GDP ) across economic sectors from 2009 to 2019 is a line diagram . On the y-axis , Services is measured on a scale with a minimum of 0.0 and a maximum of 0.6 . Year is measured with a linear scale from 2010 to 2018 on the x-axis .
Model A Generated Answer: The chart depicts the distribution of gross domestic product ( GDP ) across different economic sectors in Nigeria from 2009 to 2019 . The x-axis represents the years , while the y-axis shows the services , which range from 0.0 to 0.6 . The chart displays a fluctuating trend over the years , with the services sector 's share of GDP varying between around 0.45 and 0.55 during the observed period .
Model B Generated Answer: The chart shows the distribution of gross domestic product ( GDP ) across economic sectors in Nigeria from 2009 to 2019 . The services sector is the largest contributor to GDP , followed by the agriculture sector . The industrial sector is the third-largest contributor , followed by the oil sector . The construction sector is the fifth-largest contributor , followed by the transportation sector .","```json
{
    ""Model"": ""Model A"",
    ""Explanation"": ""Model A correctly identifies the chart type as a line diagram and accurately describes the axis labels and their ranges, focusing on the 'Services' sector which aligns with the chart depiction. It also notes the fluctuating trend, which is observable in the chart. Model B, on the other hand, discusses multiple economic sectors and ranks them, which are not represented in the chart, making it factually incorrect. Hence, Model A is more relevant, concise, informative, and factually correct.""
}
```",6306,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Nike 's North American revenue from 2009 to 2020 , by segment ( in million U.S. dollars ) is a line chart . The x-axis shows Year while the y-axis shows Apparel .
Model A Generated Answer: The chart displays Nike 's North American revenue from 2009 to 2020 , broken down by segment ( apparel ) . The revenue from apparel has steadily increased over the years , rising from around $ 2 billion in 2010 to over $ 5 billion in 2018 , before declining slightly in 2020 . The chart uses a line graph to visually represent the trend in apparel revenue , with the y-axis showing the revenue in million U.S. dollars and the x-axis displaying the year .
Model B Generated Answer: The chart shows Nike 's North American revenue from 2009 to 2020 , by segment . The chart is in millions of US dollars . The x-axis is the year , and the y-axis is the revenue . The chart shows that Nike 's North American revenue has increased from 2009 to 2020 . In 2009 , Nike 's North American revenue was about $ 2 billion . In 2020 , Nike 's North American revenue was about $ 5 billion .","```json
{
    ""Model"": ""Model A"",
    ""Explanation"": ""Model A provides a more detailed and factually correct description of the chart. It specifically mentions that the chart is a line graph and accurately describes the trend in apparel revenue, along with correct descriptions of the axes. Model B is less specific about the chart type and misinterprets the chart as showing overall revenue rather than focusing specifically on apparel.""
}
```",6302,With Reference,multi-dimensional
"Suppose, you are an human evaluator.
You are given the captions generated by two different models in the chart captioning task. Now, your task is to determine which model is better by considering the relevancy, conciseness, informativeness, and factual correctness of the model generated L1 caption describing the aspects of the chart’s construction (e.g., chart type and axis labels). Ideally, a better quality caption should be concise, factually correct, and relevant to the chart, while also providing high level informative insights of the chart.

Please provide your response in JSON format with the following keys: (i) Model, (ii) Explanation.

Here, the output value for the 'model' key is the respective model that is better, could be either 'Model A' or 'Model B', or 'Tie' if both models are equally good.

The value for the ""Explanation"" key will contain the reason behind your preference.

You should only provide the response in the required JSON format without any additional text such that I can correctly parse the result from your JSON formatted response.

In the following, you are first provided with the gold reference caption. Afterwards, you are given the model generated captions. You are also provided with the chart image which was used as the context for the chart captioning task.
Gold Reference Answer: Number of Burger King restaurants in the Asia Pacific region from 2012 to 2013 , by country or region is a bar chart . The x-axis shows Country . Along the y-axis , 2013 is plotted with a linear scale with a minimum of 0 and a maximum of 400 .
Model A Generated Answer: The chart depicts the number of Burger King restaurants in the Asia Pacific region from 2012 to 2013 , broken down by country or region . Australia has the highest number of Burger King restaurants , with over 350 . China and Indonesia follow with around 100 and 80 restaurants , respectively . The remaining countries or regions , such as Japan , Malaysia , New Zealand , and the Philippines , have significantly fewer Burger King establishments , ranging from around 20 to 70 .
Model B Generated Answer: The chart is a bar chart that shows the number of Burger King restaurants in the Asia Pacific region in 2012 and 2013 . The countries with the most Burger King restaurants in 2013 were Australia ( 350 ) , China ( 200 ) , and South Korea ( 150 ) . The countries with the fewest Burger King restaurants in 2013 were the Philippines ( 50 ) , Singapore ( 50 ) , and Thailand ( 50 ) .","```json
{
    ""Model"": ""Model A"",
    ""Explanation"": ""Model A accurately describes the chart type, time period, and provides informative insights by correctly ordering countries by the number of restaurants. Model B makes factual errors in the numbers for China, South Korea, and other countries, reducing its factual correctness and relevance.""
}
```",6371,With Reference,multi-dimensional
